customer_id,total_bookings,cancel_rate,mean_lead_time,mean_adr,total_revenue,avg_stay_nights,total_guests,special_requests_mean,booking_changes_mean,used_promo_rate,repeated_rate,previous_cancel_mean,previous_success_mean,deposit_type_mode,customer_type_mode,recency_days,avg_spent_per_booking,freq_per_month,loyalty_index,engagement_score
ALB_240.0_Online TA,1,1.0,32.0,113.0,565.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,483,565.0,0.06211180124223602,0.0,1.0
ALB_9.0_Online TA,4,0.25,137.75,99.25,1282.8,3.25,2.0,1.5,0.5,1.0,0.0,0.0,0.0,0,2,214,320.7,0.5607476635514018,0.0,3.0
ALB_NoAgent_Groups,1,0.0,215.0,75.0,150.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,295,150.0,0.10169491525423728,0.0,0.0
AND_240.0_Online TA,4,0.75,63.0,218.64249999999998,4487.99,5.25,3.0,0.5,0.0,1.0,0.0,0.0,0.0,0,2,50,1121.9975,2.4,0.0,1.5
AND_250.0_Direct,1,0.0,37.0,261.6207000000011,1569.7242000000065,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,48,1569.7242000000065,0.625,0.0,0.0
AND_9.0_Online TA,2,1.0,20.0,95.0,380.0,2.0,2.0,0.5,0.5,1.0,0.0,0.0,0.0,0,2,166,190.0,0.3614457831325301,0.0,2.0
ARE_14.0_Direct,2,1.0,77.5,142.785,2435.98,8.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,114,1217.99,0.5263157894736842,0.0,0.0
ARE_240.0_Online TA,10,0.8,25.4,170.2750700000001,6251.114200000006,3.5,2.9,0.6,0.0,1.0,0.0,0.0,0.0,0,2,75,625.1114200000006,4.0,0.0,1.6
ARE_9.0_Online TA,34,0.9117647058823529,55.529411764705884,129.10676470588237,20303.36,4.852941176470588,2.1176470588235294,0.5,0.058823529411764705,1.0,0.0,0.0,0.0,0,2,67,597.1576470588235,15.223880597014926,0.0,1.5588235294117647
ARE_NoAgent_Direct,2,0.0,0.5,90.0,900.0,2.5,1.5,0.0,2.0,0.0,0.5,0.0,0.0,0,2,334,450.0,0.17964071856287425,0.5,2.0
ARG_1.0_Groups,2,0.0,40.5,61.0,244.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,3,682,122.0,0.0879765395894428,0.0,0.0
ARG_138.0_Offline TA/TO,2,0.0,57.0,58.44,584.4000000000001,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,556,292.20000000000005,0.1079136690647482,0.0,0.0
ARG_14.0_Direct,6,0.16666666666666666,32.5,140.02166666666668,2202.04,2.6666666666666665,2.0,0.6666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0,2,50,367.00666666666666,3.5999999999999996,0.0,1.5
ARG_142.0_Offline TA/TO,1,0.0,25.0,104.8,314.4,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,735,314.4,0.04081632653061224,0.0,1.0
ARG_15.0_Online TA,1,0.0,35.0,53.72,107.44,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,550,107.44,0.05454545454545455,0.0,1.0
ARG_152.0_Online TA,1,0.0,1.0,72.16,144.32,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,180,144.32,0.16666666666666666,0.0,1.0
ARG_195.0_Online TA,1,0.0,34.0,147.93,443.79,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,2,308,443.79,0.0974025974025974,0.0,2.0
ARG_196.0_Offline TA/TO,2,0.0,48.5,116.965,1025.65,3.0,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0,2,36,512.825,1.6666666666666667,0.0,0.5
ARG_240.0_Online TA,33,0.24242424242424243,58.78787878787879,140.09787878787878,14036.3,2.9696969696969697,2.515151515151515,0.36363636363636365,0.15151515151515152,1.0,0.0,0.0,0.0,0,2,67,425.3424242424242,14.776119402985074,0.0,1.5151515151515151
ARG_241.0_Online TA,3,0.0,119.66666666666667,79.79333333333334,478.76,2.0,2.3333333333333335,1.6666666666666667,0.0,1.0,0.0,0.0,0.0,0,2,474,159.58666666666667,0.18987341772151897,0.0,2.666666666666667
ARG_250.0_Direct,1,0.0,68.0,124.0,248.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,796,248.0,0.03768844221105527,0.0,1.0
ARG_315.0_Groups,1,0.0,18.0,120.0,240.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3,113,240.0,0.26548672566371684,0.0,1.0
ARG_315.0_Offline TA/TO,1,0.0,1.0,198.0,396.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,355,396.0,0.08450704225352113,0.0,0.0
ARG_336.0_Offline TA/TO,2,0.0,152.0,44.4,266.4,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,497,133.2,0.12072434607645875,0.0,1.0
ARG_37.0_Groups,1,0.0,2.0,70.0,420.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3,657,420.0,0.04566210045662101,0.0,1.0
ARG_38.0_Corporate,4,0.0,32.75,79.5,700.0,2.25,2.5,0.25,0.75,0.0,0.0,0.0,0.0,0,3,596,175.0,0.20134228187919462,0.0,1.0
ARG_4.0_Offline TA/TO,1,0.0,256.0,64.33,192.99,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,728,192.99,0.04120879120879121,0.0,0.0
ARG_441.0_Offline TA/TO,1,0.0,14.0,157.5,315.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,111,315.0,0.27027027027027023,0.0,0.0
ARG_468.0_Online TA,1,0.0,42.0,98.4,196.8,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,105,196.8,0.2857142857142857,0.0,1.0
ARG_5.0_Online TA,2,0.0,21.5,79.735,540.29,4.0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0,2,148,270.145,0.4054054054054054,0.0,1.0
ARG_526.0_Online TA,1,0.0,191.0,144.0,2016.0,14.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,15,2016.0,2.0,0.0,1.0
ARG_63.0_Offline TA/TO,1,0.0,21.0,70.0,140.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,642,140.0,0.04672897196261683,0.0,0.0
ARG_66.0_Offline TA/TO,1,0.0,61.0,102.0,1734.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,741,1734.0,0.04048582995951417,0.0,0.0
ARG_7.0_Online TA,16,0.0,96.875,94.889375,4230.43,2.8125,2.125,1.0625,0.0,1.0,0.0,0.0,0.0,0,2,97,264.401875,4.948453608247423,0.0,2.0625
ARG_8.0_Online TA,4,0.0,69.0,88.4725,1103.56,3.25,1.75,1.75,0.0,1.0,0.0,0.0,0.0,0,2,235,275.89,0.5106382978723405,0.0,2.75
ARG_83.0_Offline TA/TO,2,0.0,232.0,77.52,465.12,3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,428,232.56,0.14018691588785046,0.0,0.0
ARG_85.0_Offline TA/TO,1,0.0,11.0,79.5,636.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,309,636.0,0.0970873786407767,0.0,0.0
ARG_9.0_Online TA,87,0.4827586206896552,78.82758620689656,121.1744827586207,34158.76,3.310344827586207,2.1494252873563218,0.8390804597701149,0.14942528735632185,1.0,0.011494252873563218,0.0,0.011494252873563218,0,2,36,392.62942528735636,72.5,0.015503875968992248,1.9885057471264367
ARG_98.0_Offline TA/TO,1,0.0,95.0,115.0,575.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,3,21,575.0,1.4285714285714286,0.0,2.0
ARG_NoAgent_Corporate,2,0.0,52.0,95.5,301.0,1.5,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0,3,476,150.5,0.12605042016806722,0.0,0.5
ARG_NoAgent_Direct,19,0.0,25.63157894736842,128.72526315789472,6113.9400000000005,2.4210526315789473,2.0526315789473686,0.3157894736842105,0.47368421052631576,0.0,0.0,0.0,0.0,0,2,73,321.7863157894737,7.808219178082193,0.0,0.7894736842105263
ARG_NoAgent_Groups,1,0.0,16.0,40.0,120.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2,227,120.0,0.13215859030837004,0.0,1.0
ARM_14.0_Direct,1,0.0,184.0,251.7,251.7,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,68,251.7,0.4411764705882353,0.0,0.0
ARM_147.0_Offline TA/TO,1,0.0,104.0,55.3,387.1,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,491,387.1,0.06109979633401222,0.0,0.0
ARM_38.0_Corporate,1,0.0,33.0,64.0,128.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,596,128.0,0.050335570469798654,0.0,0.0
ARM_6.0_Offline TA/TO,1,0.0,15.0,49.4,345.8,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,656,345.8,0.04573170731707317,0.0,0.0
ARM_8.0_Online TA,1,0.0,47.0,65.75,263.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,552,263.0,0.05434782608695653,0.0,1.0
ARM_9.0_Online TA,3,0.6666666666666666,23.333333333333332,104.58333333333333,627.5,2.0,1.6666666666666667,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0,2,489,209.16666666666666,0.18404907975460122,0.0,1.3333333333333333
ASM_7.0_Online TA,1,0.0,89.0,72.07,72.07,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0,2,231,72.07,0.12987012987012986,0.0,2.0
ATA_14.0_Direct,1,0.0,34.0,175.5,351.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,334,351.0,0.08982035928143713,0.0,0.0
ATA_9.0_Online TA,1,0.0,7.0,93.0,186.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,2,235,186.0,0.12765957446808512,0.0,2.0
ATF_9.0_Online TA,1,0.0,116.0,126.0,252.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,72,252.0,0.4166666666666667,0.0,1.0
AUS_11.0_Online TA,1,0.0,152.0,84.52,338.08,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,711,338.08,0.04219409282700422,0.0,1.0
AUS_138.0_Offline TA/TO,1,0.0,33.0,78.2,312.8,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,302,312.8,0.09933774834437087,0.0,1.0
AUS_14.0_Direct,25,0.2,77.2,128.93282800000006,8656.241400000003,2.68,1.96,0.48,0.56,0.0,0.0,0.0,0.0,0,2,19,346.24965600000013,39.473684210526315,0.0,1.04
AUS_142.0_Offline TA/TO,1,0.0,1.0,141.4,565.6,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,759,565.6,0.039525691699604744,0.0,0.0
AUS_15.0_Online TA,1,0.0,64.0,65.36,130.72,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0,2,602,130.72,0.04983388704318937,0.0,3.0
AUS_175.0_Offline TA/TO,1,0.0,22.0,37.6,75.2,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,686,75.2,0.043731778425655975,0.0,2.0
AUS_177.0_Offline TA/TO,2,0.0,108.0,44.4,88.8,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,530,44.4,0.11320754716981131,0.0,1.0
AUS_185.0_Corporate,1,0.0,31.0,52.2,783.0,15.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0,3,667,783.0,0.04497751124437781,0.0,5.0
AUS_22.0_Offline TA/TO,1,0.0,95.0,90.95,181.9,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,484,181.9,0.06198347107438017,0.0,0.0
AUS_229.0_Groups,19,0.0,286.4736842105263,106.78368421052632,7126.07,3.526315789473684,1.894736842105263,1.1578947368421053,0.8421052631578947,0.0,0.0,0.0,0.0,0,3,16,375.0563157894737,35.625,0.0,2.0
AUS_229.0_Offline TA/TO,13,0.0,326.0,107.71384615384615,5140.03,3.6923076923076925,1.9230769230769231,0.7692307692307693,0.6923076923076923,0.0,0.0,0.0,0.0,0,3,27,395.38692307692304,14.444444444444445,0.0,1.4615384615384617
AUS_234.0_Offline TA/TO,1,0.0,110.0,120.0,120.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3,339,120.0,0.08849557522123894,0.0,1.0
AUS_240.0_Online TA,36,0.4166666666666667,81.91666666666667,151.24031666666673,17505.90490000001,3.25,2.4166666666666665,0.7777777777777778,0.08333333333333333,1.0,0.0,0.0,0.0,0,2,27,486.27513611111135,40.0,0.0,1.8611111111111112
AUS_241.0_Online TA,13,0.0,76.3076923076923,113.44615384615385,4801.71,3.4615384615384617,2.076923076923077,1.3076923076923077,0.07692307692307693,1.0,0.0,0.0,0.0,0,2,21,369.3623076923077,18.571428571428573,0.0,2.3846153846153846
AUS_242.0_Online TA,1,0.0,58.0,57.8,289.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,561,289.0,0.053475935828877004,0.0,1.0
AUS_250.0_Direct,9,0.0,65.0,117.80444444444444,4298.37,4.555555555555555,2.111111111111111,0.5555555555555556,0.8888888888888888,0.0,0.0,0.0,0.0,0,2,37,477.59666666666664,7.297297297297297,0.0,1.4444444444444444
AUS_251.0_Offline TA/TO,1,0.0,180.0,62.0,62.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,149,62.0,0.20134228187919462,0.0,0.0
AUS_314.0_Offline TA/TO,4,0.0,186.75,70.875,1414.74,4.75,2.0,0.25,0.25,0.0,0.0,0.0,0.0,0,2,432,353.685,0.2777777777777778,0.0,0.5
AUS_314.0_Online TA,1,0.0,38.0,195.2,195.2,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,397,195.2,0.07556675062972293,0.0,1.0
AUS_36.0_Offline TA/TO,1,0.0,1.0,44.0,132.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,627,132.0,0.04784688995215311,0.0,0.0
AUS_52.0_Offline TA/TO,1,0.0,157.0,80.1,480.6,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,55,480.6,0.5454545454545455,0.0,1.0
AUS_526.0_Online TA,1,0.0,8.0,75.6,226.8,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0,2,130,226.8,0.23076923076923078,0.0,2.0
AUS_6.0_Offline TA/TO,1,0.0,36.0,29.0,145.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,312,145.0,0.09615384615384615,0.0,1.0
AUS_7.0_Online TA,31,0.0,90.29032258064517,100.47,8683.1,2.838709677419355,1.935483870967742,0.967741935483871,0.03225806451612903,1.0,0.0,0.0,0.0,0,2,37,280.1,25.135135135135133,0.0,2.0
AUS_8.0_Online TA,6,0.16666666666666666,30.666666666666668,176.3034500000002,2722.241400000002,2.5,1.8333333333333333,1.3333333333333333,0.0,1.0,0.0,0.0,0.0,0,2,100,453.70690000000036,1.7999999999999998,0.0,2.333333333333333
AUS_83.0_Offline TA/TO,1,0.0,175.0,78.88,394.4,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,317,394.4,0.09463722397476342,0.0,0.0
AUS_85.0_Offline TA/TO,2,0.0,156.0,84.925,339.7,2.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0,2,150,169.85,0.4,0.0,1.5
AUS_85.0_Online TA,1,0.0,54.0,152.0,304.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,30,304.0,1.0,0.0,1.0
AUS_86.0_Offline TA/TO,1,0.0,89.0,85.0,595.0,7.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,3,368,595.0,0.08152173913043478,0.0,3.0
AUS_9.0_Online TA,176,0.4034090909090909,99.13068181818181,120.60534090909091,57190.81,2.772727272727273,2.034090909090909,0.8125,0.11931818181818182,1.0,0.005681818181818182,0.0,0.005681818181818182,0,2,18,324.94778409090907,293.33333333333337,0.008097165991902834,1.9318181818181819
AUS_NoAgent_Aviation,1,0.0,21.0,110.0,1210.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,108,1210.0,0.2777777777777778,0.0,0.0
AUS_NoAgent_Corporate,4,0.0,29.5,100.75,841.0,2.5,1.0,0.0,1.0,0.0,0.25,0.0,0.0,0,2,84,210.25,1.4285714285714286,0.25,1.0
AUS_NoAgent_Direct,15,0.0,12.133333333333333,130.59333333333333,3740.3,2.066666666666667,2.3333333333333335,0.4,0.4,0.0,0.0,0.0,0.0,0,2,132,249.35333333333335,3.4090909090909087,0.0,0.8
AUS_NoAgent_Groups,2,0.0,46.5,79.8,543.0,3.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0,3,143,271.5,0.4195804195804196,0.0,1.0
AUS_NoAgent_Offline TA/TO,2,0.0,50.5,80.0,270.0,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0,2,160,135.0,0.375,0.0,1.0
AUT_1.0_Groups,15,0.0,59.13333333333333,64.46666666666667,3154.0,3.4,1.8,0.4666666666666667,0.2,0.0,0.0,0.0,0.0,0,3,360,210.26666666666668,1.25,0.0,0.6666666666666667
AUT_10.0_Online TA,2,0.0,87.0,82.85,662.8,4.0,2.5,0.5,0.0,1.0,0.0,0.0,0.0,0,2,538,331.4,0.11152416356877323,0.0,1.5
AUT_11.0_Online TA,4,0.0,142.25,72.6625,1596.7,5.25,1.75,0.0,0.25,1.0,0.0,0.0,0.0,0,2,395,399.175,0.3037974683544304,0.0,1.25
AUT_13.0_Offline TA/TO,1,0.0,69.0,81.09,324.36,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,735,324.36,0.04081632653061224,0.0,0.0
AUT_138.0_Offline TA/TO,2,0.0,56.0,85.0,765.0,4.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0,2,413,382.5,0.14527845036319612,0.0,1.0
AUT_14.0_Direct,21,0.047619047619047616,57.285714285714285,128.67238095238093,9160.52,3.4761904761904763,2.0,0.42857142857142855,0.3333333333333333,0.0,0.0,0.0,0.0,0,2,20,436.21523809523813,31.5,0.0,0.7619047619047619
AUT_15.0_Groups,4,0.0,18.75,57.25,1603.0,7.0,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0,3,488,400.75,0.24590163934426232,0.0,0.5
AUT_15.0_Offline TA/TO,1,0.0,2.0,25.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,549,25.0,0.0546448087431694,0.0,0.0
AUT_15.0_Online TA,1,0.0,117.0,83.64,334.56,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,488,334.56,0.06147540983606558,0.0,1.0
AUT_152.0_Online TA,1,0.0,1.0,78.41,78.41,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,2,392,78.41,0.07653061224489796,0.0,2.0
AUT_159.0_Offline TA/TO,1,0.0,5.0,91.77,367.08,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,91,367.08,0.32967032967032966,0.0,0.0
AUT_16.0_Offline TA/TO,24,0.0,135.91666666666666,85.68458333333332,8632.67,4.125,2.2916666666666665,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,0,2,10,359.69458333333336,72.0,0.0,0.75
AUT_168.0_Offline TA/TO,1,0.0,176.0,80.1,240.3,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,40,240.3,0.75,0.0,0.0
AUT_171.0_Groups,3,0.0,13.0,73.33333333333333,530.0,2.3333333333333335,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0,3,172,176.66666666666666,0.5232558139534884,0.0,0.6666666666666666
AUT_171.0_Offline TA/TO,1,0.0,201.0,149.4,747.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,390,747.0,0.07692307692307693,0.0,0.0
AUT_177.0_Offline TA/TO,2,0.0,86.0,73.8,745.1999999999999,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,320,372.59999999999997,0.1875,0.0,0.0
AUT_185.0_Corporate,23,0.0,32.17391304347826,47.51086956521739,11121.6,10.043478260869565,1.2173913043478262,0.0,1.9130434782608696,0.0,0.0,0.0,0.0,0,3,667,483.54782608695655,1.0344827586206895,0.0,1.9130434782608696
AUT_19.0_Offline TA/TO,1,0.0,34.0,115.0,230.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3,69,230.0,0.4347826086956522,0.0,1.0
AUT_195.0_Online TA,2,0.0,2.0,180.0,360.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,75,180.0,0.8,0.0,1.0
AUT_21.0_Offline TA/TO,7,0.0,156.57142857142858,67.16142857142857,1713.02,3.5714285714285716,1.4285714285714286,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.0,0,3,140,244.71714285714285,1.5,0.0,0.5714285714285714
AUT_22.0_Offline TA/TO,7,0.0,133.85714285714286,94.27142857142857,2257.55,3.4285714285714284,2.5714285714285716,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0,2,91,322.50714285714287,2.307692307692308,0.0,0.5714285714285714
AUT_240.0_Online TA,59,0.3559322033898305,98.16949152542372,119.3806779661017,33818.06,4.694915254237288,2.2711864406779663,0.7288135593220338,0.5423728813559322,1.0,0.0,0.0,0.0,0,2,20,573.1874576271186,88.5,0.0,2.2711864406779663
AUT_241.0_Online TA,9,0.0,79.33333333333333,84.68777777777778,2458.59,3.3333333333333335,2.111111111111111,1.2222222222222223,0.0,1.0,0.0,0.0,0.0,0,2,131,273.1766666666667,2.0610687022900764,0.0,2.2222222222222223
AUT_250.0_Direct,3,0.0,80.33333333333333,120.33333333333333,1771.0,4.333333333333333,2.3333333333333335,0.0,1.0,0.0,0.0,0.0,0.0,0,2,82,590.3333333333334,1.0975609756097562,0.0,1.0
AUT_251.0_Offline TA/TO,10,0.0,93.0,65.8,658.0,1.0,2.0,0.4,0.1,0.0,0.0,0.0,0.0,0,2,73,65.8,4.109589041095891,0.0,0.5
AUT_27.0_Offline TA/TO,32,0.0,84.1875,72.64875,9743.61,4.4375,2.0,0.375,0.15625,0.0,0.0,0.0,0.0,0,2,26,304.4878125,36.92307692307692,0.0,0.53125
